Title,Max Players,Multiplatform?,Online?,Genres,Publisher,Review Score,Sales,Console,Rating,Year
MLB 07: The Show,1,True,True,Sports,Sony,82,0.28,Sony PSP,E,2007
TMNT,1,True,True,Action,Ubisoft,58,0.28,X360,E,2007
Spider-Man: Friend or Foe,2,True,True,Action,Activision,60,0.27,X360,E,2007
Contra 4,1,True,True,Action,Konami,83,0.27,Nintendo DS,T,2007
Phoenix Wright: Ace Attorney - Trials and Tribu...,1,True,True,"Adventure,Simulation",Capcom,81,0.27,Nintendo DS,T,2007
Disney Pirates of the Caribbean: At World's End,1,True,True,Action,Disney,66,0.27,Nintendo DS,T,2007
Dragon Ball Z: Shin Budokai - Another Road,1,True,True,Action,"Atari,Namco",65,0.27,Sony PSP,E,2007
Spider-Man 3,1,True,True,Action,Activision,60,0.27,PlayStation 3,E,2007
The Golden Compass,1,True,True,Action,Sega,41,0.27,X360,M,2007
Stuntman: Ignition,4,True,True,"Action,Racing / Driving",THQ,75,0.26,X360,T,2007
Chicken Shoot,2,True,True,Action,,27,0.26,Nintendo Wii,E,2007
Shrek the Third,2,True,True,Action,Activision,57,0.26,Nintendo Wii,E,2007
DK: Jungle Climber,1,True,True,"Action,Strategy",Nintendo,77,0.26,Nintendo DS,T,2007
Dragon Quest IV: Chapters of the Chosen,1,True,True,Role-Playing (RPG),SquareEnix,80,0.26,Nintendo DS,T,2007
300: March to Glory,1,True,True,Action,Eidos,55,0.26,Sony PSP,E,2007
Fire Emblem: Radiant Dawn,1,True,True,"Role-Playing (RPG),Strategy",Nintendo,78,0.26,Nintendo Wii,T,2007
The Golden Compass,1,True,True,Action,Sega,35,0.26,Nintendo Wii,E,2007
Manhunt 2,1,True,True,Action,Rockstar,62,0.26,Nintendo Wii,E,2007
NASCAR 08,1,True,True,"Racing / Driving,Sports",EA,59,0.25,X360,E,2007
Virtua Tennis 3,4,True,True,Sports,Sega,80,0.24,PlayStation 3,E,2007
All-Pro Football 2K8,4,True,True,Sports,2K,75,0.24,X360,T,2007
Major League Baseball 2K7,2,True,True,Sports,2K,74,0.24,PlayStation 3,M,2007
The Warriors,1,True,True,Action,Rockstar,52,0.24,Sony PSP,T,2007
Ghost Rider,4,True,True,Action,2K,49,0.23,Sony PSP,T,2007
Tony Hawk's Proving Ground,2,True,True,Sports,Activision,57,0.23,Nintendo Wii,E,2007
Juiced 2: Hot Import Nights,2,True,True,Racing / Driving,THQ,68,0.23,X360,E,2007
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,THQ,72,0.23,Nintendo DS,T,2007
The Simpsons Game,1,True,True,Action,EA,59,0.23,Sony PSP,M,2007
Syphon Filter: Logan's Shadow,1,True,True,"Action,Strategy",Sony,85,0.23,Sony PSP,T,2007
Tiger Woods PGA Tour 08,4,True,True,Sports,EA,79,0.22,PlayStation 3,T,2007
Ratatouille,4,True,True,Action,THQ,56,0.22,X360,T,2007
Trauma Center: New Blood,2,True,True,"Action,Simulation",Nintendo,77,0.22,Nintendo Wii,E,2007
Hotel Dusk: Room 215,1,True,True,Adventure,Nintendo,78,0.22,Nintendo DS,E,2007
Mega Man ZX Advent,1,True,True,Action,Capcom,78,0.22,Nintendo DS,T,2007
Silent Hill: 0rigins,1,True,True,Action,Konami,78,0.22,Sony PSP,E,2007
Harry Potter and the Order of the Phoenix,1,True,True,Action,EA,68,0.22,X360,M,2007
NHL 08 ,1,True,True,Sports,EA,85,0.22,X360,E,2007
Castlevania: The Dracula X Chronicles,2,True,True,Action,Konami,80,0.21,Sony PSP,E,2007
Tony Hawk's Proving Ground,1,True,True,Sports,Activision,39,0.21,Nintendo DS,M,2007
Jeanne d'Arc,1,True,True,"Role-Playing (RPG),Strategy",Sony,87,0.21,Sony PSP,T,2007
BWii: Battalion Wars 2,1,True,True,"Action,Simulation,Strategy",Nintendo,75,0.21,Nintendo Wii,T,2007
Battlestations: Midway,1,True,True,"Action,Strategy",Eidos,73,0.21,X360,T,2007
Dragon Ball Z: Harukanaru Densetsu,1,True,True,Strategy,Atari,57,0.2,Nintendo DS,T,2007
Touch the Dead,1,True,True,Action,,56,0.2,Nintendo DS,T,2007
The Darkness,1,True,True,Action,2K,80,0.2,PlayStation 3,E,2007
Donkey Kong Barrel Blast,4,True,True,Racing / Driving,Nintendo,46,0.19,Nintendo Wii,T,2007
The BIGS,4,True,True,"Action,Simulation,Sports",2K,79,0.19,X360,M,2007
Armored Core 4,2,True,True,Action,Sega,65,0.19,X360,E,2007
Etrian Odyssey,1,True,True,Role-Playing (RPG),Nintendo,75,0.19,Nintendo DS,E,2007
Ben 10: Protector of the Earth,1,True,True,Action,,60,0.19,Sony PSP,T,2007
Tom Clancy's Splinter Cell: Double Agent,1,True,True,"Action,Strategy",Ubisoft,78,0.19,PlayStation 3,M,2007
Looney Tunes: Acme Arsenal,1,True,True,Action,,27,0.19,Nintendo Wii,T,2007
Zack & Wiki: Quest for Barbaros' Treasure,1,True,True,Adventure,Capcom,87,0.19,Nintendo Wii,E,2007
Monster Jam,4,True,True,Sports,Activision,43,0.18,X360,M,2007
Virtua Fighter 5,2,True,True,Action,Sega,89,0.18,X360,E,2007
Lunar Knights,1,True,True,Action,Konami,82,0.18,Nintendo DS,T,2007
Enchanted Arms,1,True,True,Role-Playing (RPG),Ubisoft,64,0.18,PlayStation 3,E,2007
F.E.A.R.: First Encounter Assault Recon,1,True,True,Action,,72,0.18,PlayStation 3,T,2007
Folklore,1,True,True,"Action,Role-Playing (RPG)",Sony,75,0.18,PlayStation 3,E,2007
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,THQ,71,0.18,PlayStation 3,T,2007
The Elder Scrolls IV: Shivering Isles,1,True,True,"Action,Role-Playing (RPG)",,86,0.18,X360,E,2007
NHL 08,7,True,True,Sports,EA,86,0.17,PlayStation 3,T,2007
NCAA 07 March Madness,4,True,True,Sports,EA,67,0.17,X360,E,2007
Rayman Raving Rabbids,4,True,True,Action,Ubisoft,67,0.17,X360,M,2007
Viva Pi$?ata: Party Animals,4,True,True,Racing / Driving,Microsoft,56,0.17,X360,T,2007
Warriors Orochi,2,True,True,"Action,Role-Playing (RPG)",,53,0.17,X360,E,2007
Luminous Arc,1,True,True,"Role-Playing (RPG),Strategy",,70,0.17,Nintendo DS,T,2007
Picross DS,1,True,True,Strategy,Nintendo,83,0.17,Nintendo DS,E,2007
Harry Potter and the Order of the Phoenix,1,True,True,Action,EA,67,0.17,PlayStation 3,E,2007
College Hoops 2K7,6,True,True,Sports,2K,81,0.16,PlayStation 3,E,2007
The BIGS,4,True,True,"Action,Simulation,Sports",2K,80,0.16,PlayStation 3,T,2007
Stuntman: Ignition,4,True,True,"Action,Racing / Driving",THQ,76,0.16,PlayStation 3,E,2007
Mortal Kombat: Armageddon,4,True,True,"Action,Racing / Driving",Midway,71,0.16,Nintendo Wii,E,2007
Def Jam: Icon,2,True,True,Action,EA,68,0.16,PlayStation 3,E,2007
Soulcalibur Legends,2,True,True,Action,Namco,52,0.16,Nintendo Wii,E,2007
Surf's Up,2,True,True,Sports,Ubisoft,64,0.16,Nintendo Wii,T,2007
Planet Puzzle League,1,True,True,Strategy,Nintendo,86,0.16,Nintendo DS,E,2007
DiRT,1,True,True,"Racing / Driving,Simulation,Sports",,83,0.16,PlayStation 3,E,2007
TMNT,1,True,True,Action,Ubisoft,60,0.16,Nintendo Wii,E,2007
Soldier of Fortune: Payback,1,True,True,Action,Activision,50,0.16,X360,M,2007
Dynasty Warriors: Gundam,2,True,True,Action,Namco,60,0.15,PlayStation 3,E,2007
Disney Pirates of the Caribbean: At World's End,2,True,True,Action,Disney,55,0.15,PlayStation 3,M,2007
Bee Movie Game,2,True,True,Action,Activision,71,0.15,X360,T,2007
Dynasty Warriors: Gundam,2,True,True,Action,Namco,55,0.15,X360,M,2007
Golden Axe,2,True,True,Action,Sega,45,0.15,X360,M,2007
Dementium: The Ward,1,True,True,Action,,72,0.15,Nintendo DS,M,2007
Rondo of Swords,1,True,True,"Role-Playing (RPG),Strategy",,69,0.15,Nintendo DS,E,2007
Disgaea: Afternoon of Darkness,1,True,True,"Role-Playing (RPG),Strategy",,87,0.15,Sony PSP,M,2007
NASCAR 08,1,True,True,"Racing / Driving,Sports",EA,57,0.15,PlayStation 3,M,2007
Dragon Quest Swords: The Masked Queen and the T...,1,True,True,Action,SquareEnix,65,0.15,Nintendo Wii,T,2007
Call of Juarez,1,True,True,Action,Ubisoft,71,0.15,X360,E,2007
College Hoops 2K8,1,True,True,Sports,2K,81,0.15,X360,M,2007
Eternal Sonata,1,True,True,Role-Playing (RPG),Namco,79,0.15,X360,M,2007
Kingdom Under Fire: Circle of Doom,1,True,True,"Action,Role-Playing (RPG)",Microsoft,55,0.15,X360,E,2007
Vampire Rain,1,True,True,Action,Microsoft,38,0.15,X360,T,2007
All-Pro Football 2K8,6,True,True,Sports,2K,73,0.14,PlayStation 3,T,2007
Mercury Meltdown,2,True,True,Strategy,,77,0.14,Nintendo Wii,E,2007
Conan,1,True,True,"Action,Adventure",THQ,69,0.14,PlayStation 3,E,2007
Godzilla: Unleashed,1,True,True,Action,Atari,44,0.14,Nintendo Wii,E,2007
NBA Live 08,1,True,True,Sports,EA,52,0.14,Nintendo Wii,M,2007
Conan,1,True,True,"Action,Adventure",THQ,69,0.14,X360,E,2007
Spider-Man: Friend or Foe,2,True,True,Action,Activision,59,0.13,Nintendo Wii,T,2007
College Hoops 2K8,7,True,True,Sports,2K,82,0.12,PlayStation 3,M,2007
NBA 08,4,True,True,Sports,Sony,63,0.12,PlayStation 3,M,2007
Thrillville: Off the Rails,4,True,True,"Simulation,Strategy",,73,0.12,X360,E,2007
Geometry Wars: Galaxies,1,True,True,Action,,79,0.12,Nintendo DS,T,2007
Rayman Raving Rabbids,1,True,True,Action,Ubisoft,56,0.12,Nintendo DS,M,2007
WordJong,1,True,True,Strategy,,77,0.12,Nintendo DS,M,2007
"Warhammer 40,000: Squad Command",1,True,True,Strategy,THQ,67,0.12,Sony PSP,T,2007
Beowulf: The Game,1,True,True,Action,Ubisoft,51,0.12,PlayStation 3,T,2007
The Golden Compass,1,True,True,Action,Sega,40,0.12,PlayStation 3,M,2007
Scarface: The World is Yours,1,True,True,"Action,Racing / Driving",,71,0.12,Nintendo Wii,M,2007
Hot Wheels: Beat That!,1,True,True,"Action,Racing / Driving",Activision,43,0.12,X360,T,2007
NHL 2K8 ,1,True,True,Sports,2K,71,0.12,X360,T,2007
NBA Street Homecourt,4,True,True,Sports,EA,81,0.11,PlayStation 3,E,2007
Geometry Wars: Galaxies,2,True,True,Action,,80,0.11,Nintendo Wii,T,2007
Final Fantasy: Crystal Chronicles - Echoes of Time,1,True,True,Action,SquareEnix,75,0.11,Nintendo DS,T,2007
Godzilla Unleashed: Double Smash,1,True,True,Action,Atari,28,0.11,Nintendo DS,T,2007
MX vs. ATV Untamed,1,True,True,Racing / Driving,THQ,61,0.11,Nintendo DS,E,2007
WWE SmackDown vs. Raw 2008,1,True,True,Sports,THQ,61,0.11,Nintendo DS,T,2007
The BIGS,1,True,True,"Action,Simulation,Sports",2K,72,0.11,Sony PSP,M,2007
Brave Story: New Traveler,1,True,True,Role-Playing (RPG),,76,0.11,Sony PSP,T,2007
WipEout Pulse,1,True,True,"Action,Racing / Driving",Sony,82,0.11,Sony PSP,T,2007
TimeShift,1,True,True,Action,,70,0.11,PlayStation 3,M,2007
Star Trek: Conquest,1,True,True,"Action,Strategy",,49,0.11,Nintendo Wii,T,2007
Beautiful Katamari,1,True,True,Action,Namco,73,0.11,X360,M,2007
Hour of Victory,1,True,True,Action,Midway,37,0.11,X360,M,2007
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,2K,47,0.1,PlayStation 3,M,2007
SEGA Rally Revo,2,True,True,"Racing / Driving,Simulation",Sega,77,0.1,X360,E,2007
7 Wonders of the Ancient World,1,True,True,Strategy,,60,0.1,Nintendo DS,T,2007
Draglade,1,True,True,Action,,71,0.1,Nintendo DS,M,2007
Final Fantasy Fables: Chocobo Tales,1,True,True,Action,SquareEnix,75,0.1,Nintendo DS,M,2007
Marvel Trading Card Game,1,True,True,Strategy,Konami,61,0.1,Nintendo DS,M,2007
Crazy Taxi: Fare Wars,1,True,True,"Action,Racing / Driving",Sega,64,0.1,Sony PSP,E,2007
The Golden Compass,1,True,True,Action,Sega,28,0.1,Sony PSP,E,2007
Harry Potter and the Order of the Phoenix,1,True,True,Action,EA,52,0.1,Sony PSP,E,2007
Bladestorm: The Hundred Years' War,1,True,True,"Action,Role-Playing (RPG),Strategy",,58,0.1,PlayStation 3,E,2007
Surf's Up,4,True,True,Sports,Ubisoft,61,0.09,X360,E,2007
Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,Ubisoft,72,0.09,X360,M,2007
InuYasha: Secret of the Divine Jewel,1,True,True,Role-Playing (RPG),Namco,46,0.09,Nintendo DS,T,2007
The Settlers,1,True,True,Strategy,Ubisoft,39,0.09,Nintendo DS,T,2007
Shrek the Third,1,True,True,Action,Activision,57,0.09,Sony PSP,T,2007
Ratatouille,1,True,True,Action,THQ,55,0.09,PlayStation 3,T,2007
Soldier of Fortune: Payback,1,True,True,Action,Activision,50,0.09,PlayStation 3,E,2007
Heatseeker,1,True,True,Action,,62,0.09,Nintendo Wii,T,2007
NHL 2K8,7,True,True,Sports,,74,0.08,PlayStation 3,E,2007
NCAA March Madness 08,4,True,True,Sports,EA,67,0.08,PlayStation 3,E,2007
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,2K,45,0.08,X360,E,2007
Monster Madness: Battle for Suburbia,4,True,True,Action,,55,0.08,X360,E,2007
Pro Evolution Soccer 2008,4,True,True,Sports,Konami,76,0.08,X360,M,2007
Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,Ubisoft,70,0.08,PlayStation 3,T,2007
Cake Mania,1,True,True,Action,,55,0.08,Nintendo DS,M,2007
River King: Mystic Valley,1,True,True,"Adventure,Simulation,Sports",,54,0.08,Nintendo DS,T,2007
Touch Detective 2 1/2,1,True,True,Adventure,,67,0.08,Nintendo DS,T,2007
7 Wonders of the Ancient World,1,True,True,Strategy,,51,0.08,Sony PSP,E,2007
Brooktown High,1,True,True,Simulation,Konami,51,0.08,Sony PSP,T,2007
Crush,1,True,True,Action,Sega,83,0.08,Sony PSP,E,2007
Jackass: The Game,1,True,True,Action,,58,0.08,Sony PSP,E,2007
The Sims 2: Castaway,1,True,True,Simulation,EA,64,0.08,Sony PSP,T,2007
Test Drive Unlimited,1,True,True,Racing / Driving,Atari,80,0.08,Sony PSP,M,2007
Thrillville: Off the Rails,1,True,True,"Simulation,Strategy",,72,0.08,Sony PSP,T,2007
Victorious Boxers: Revolution,1,True,True,"Action,Simulation,Sports",Ubisoft,59,0.08,Nintendo Wii,E,2007
Bladestorm: The Hundred Years' War,1,True,True,"Action,Role-Playing (RPG),Strategy",,63,0.08,X360,T,2007
Looney Tunes: Acme Arsenal,4,True,True,Action,,40,0.07,X360,M,2007
SEGA Rally Revo,2,True,True,"Racing / Driving,Simulation",Sega,75,0.07,PlayStation 3,T,2007
Death Jr. and the Science Fair of Doom,1,True,True,Action,Konami,47,0.07,Nintendo DS,M,2007
Indianapolis 500 Legends,1,True,True,Racing / Driving,,51,0.07,Nintendo DS,T,2007
Worms: Open Warfare 2,1,True,True,"Action,Strategy",THQ,81,0.07,Nintendo DS,E,2007
Alien Syndrome,1,True,True,Action,Sega,51,0.07,Sony PSP,E,2007
BlackSite: Area 51,1,True,True,Action,Midway,56,0.07,PlayStation 3,E,2007
Code Lyoko: Quest for Infinity,1,True,True,Action,,58,0.07,Nintendo Wii,T,2007
Super Swing Golf Season 2,1,True,True,Sports,,70,0.07,Nintendo Wii,M,2007
FlatOut: Ultimate Carnage,1,True,True,Racing / Driving,,80,0.07,X360,E,2007
Zoids Assault,1,True,True,"Role-Playing (RPG),Strategy",,46,0.07,X360,M,2007
Alien Syndrome,4,True,True,Action,Sega,48,0.06,Nintendo Wii,E,2007
Tetris Evolution,4,True,True,Strategy,THQ,52,0.06,X360,T,2007
Heroes of Mana,1,True,True,Strategy,SquareEnix,66,0.06,Nintendo DS,T,2007
Myst,1,True,True,Adventure,Midway,43,0.06,Nintendo DS,E,2007
Coded Arms: Contagion,1,True,True,Action,Konami,56,0.06,Sony PSP,E,2007
King of Clubs,1,True,True,Sports,,35,0.06,Nintendo Wii,E,2007
F.E.A.R. Files,1,True,True,Action,,66,0.06,X360,E,2007
Ontamarama,1,True,True,Action,,71,0.05,Nintendo DS,M,2007
Retro Game Challenge,1,True,True,"Action,Racing / Driving,Role-Playing (RPG)",Namco,77,0.05,Nintendo DS,T,2007
Ultimate Mortal Kombat 3,1,True,True,Action,Midway,73,0.05,Nintendo DS,E,2007
"Warhammer 40,000: Squad Command",1,True,True,Strategy,THQ,57,0.05,Nintendo DS,T,2007
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,THQ,73,0.05,Sony PSP,E,2007
Pursuit Force: Extreme Justice,1,True,True,"Action,Racing / Driving",Sony,73,0.05,Sony PSP,E,2007
Medal of Honor: Vanguard,1,True,True,Action,EA,56,0.05,Nintendo Wii,T,2007
World Series of Poker 2008: Battle for the Brac...,1,True,True,Simulation,Activision,74,0.05,X360,E,2007
Pro Evolution Soccer 2008,7,True,True,Sports,Konami,74,0.04,PlayStation 3,E,2007
Worms: Open Warfare 2,4,True,True,"Action,Strategy",THQ,80,0.04,Sony PSP,T,2007
Surf's Up,4,True,True,Sports,Ubisoft,59,0.04,PlayStation 3,E,2007
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,2K,39,0.04,Nintendo Wii,E,2007
Brothers in Arms DS,1,True,True,Action,Ubisoft,72,0.04,Nintendo DS,E,2007
Bubble Bobble Double Shot,1,True,True,Action,,50,0.04,Nintendo DS,E,2007
Fantastic Four: Rise of the Silver Surfer,1,True,True,Action,2K,35,0.04,Nintendo DS,E,2007
Zendoku,1,True,True,"Role-Playing (RPG),Strategy",Eidos,68,0.04,Nintendo DS,E,2007
Heatseeker,1,True,True,Action,,49,0.04,Sony PSP,T,2007
Manhunt 2,1,True,True,Action,Rockstar,69,0.04,Sony PSP,T,2007
SWAT: Target Liberty,1,True,True,"Action,Strategy",,50,0.04,Sony PSP,E,2007
Anubis II,1,True,True,Action,,19,0.04,Nintendo Wii,M,2007
Barnyard,1,True,True,"Action,Adventure",THQ,65,0.04,Nintendo Wii,T,2007
Escape from Bug Island,1,True,True,Action,Eidos,37,0.04,Nintendo Wii,T,2007
Octomania,1,True,True,"Action,Strategy",,66,0.04,Nintendo Wii,M,2007
Cabela's Big Game Hunter,1,True,True,"Simulation,Sports",Activision,51,0.04,X360,E,2007
UEFA Champions League 2006-2007,4,True,True,Sports,EA,72,0.03,X360,T,2007
Aliens Vs Predator: Requiem,2,True,True,Action,,49,0.03,Sony PSP,T,2007
NBA 08,2,True,True,Sports,Sony,75,0.03,Sony PSP,E,2007
Guilty Gear XX ? Core,2,True,True,Action,,75,0.03,Nintendo Wii,E,2007
Arkanoid DS,1,True,True,Strategy,SquareEnix,61,0.03,Nintendo DS,E,2007
Code Lyoko,1,True,True,"Action,Adventure",,63,0.03,Nintendo DS,T,2007
Dynasty Warriors DS: Fighter's Battle,1,True,True,"Action,Strategy",,56,0.03,Nintendo DS,T,2007
Orcs & Elves,1,True,True,"Action,Role-Playing (RPG)",EA,68,0.03,Nintendo DS,T,2007
Prism: Light the Way,1,True,True,"Action,Strategy",Eidos,73,0.03,Nintendo DS,T,2007
Dead Head Fred,1,True,True,Action,,75,0.03,Sony PSP,E,2007
Hot Pixel,1,True,True,Action,Atari,55,0.03,Sony PSP,T,2007
The Legend of Heroes III: Song of the Ocean,1,True,True,Role-Playing (RPG),Namco,58,0.03,Sony PSP,T,2007
SEGA Rally Revo,1,True,True,"Racing / Driving,Simulation",Sega,74,0.03,Sony PSP,T,2007
Bionicle Heroes,1,True,True,Action,Eidos,52,0.03,Nintendo Wii,T,2007
Burnout Dominator,4,True,True,"Action,Racing / Driving",EA,76,0.02,Sony PSP,T,2007
Samurai Warriors 2: Empires,2,True,True,"Action,Role-Playing (RPG),Strategy",,53,0.02,X360,E,2007
Meteos: Disney Magic,1,True,True,Strategy,Disney,74,0.02,Nintendo DS,T,2007
Turn It Around,1,True,True,"Racing / Driving,Sports",,39,0.02,Nintendo DS,E,2007
Cube,1,True,True,Strategy,,60,0.02,Sony PSP,T,2007
Dragoneer's Aria,1,True,True,Role-Playing (RPG),,56,0.02,Sony PSP,E,2007
The Fast and the Furious,1,True,True,Racing / Driving,Namco,58,0.02,Sony PSP,M,2007
R-Type Command,1,True,True,Strategy,,69,0.02,Sony PSP,M,2007
Virtua Tennis 3,1,True,True,Sports,Sega,79,0.02,Sony PSP,M,2007
Virtua Tennis 3,4,True,True,Sports,Sega,80,0.01,X360,T,2007
Front Mission,1,True,True,Strategy,SquareEnix,72,0.01,Nintendo DS,E,2007
Lost in Blue 2,1,True,True,Role-Playing (RPG),Konami,58,0.01,Nintendo DS,T,2007
Nervous Brickdown,1,True,True,Action,,70,0.01,Nintendo DS,E,2007
Sea Monsters: A Prehistoric Adventure,1,True,True,"Action,Educational",,43,0.01,Nintendo DS,T,2007
After Burner: Black Falcon,1,True,True,Action,Sega,73,0.01,Sony PSP,M,2007
Capcom Puzzle World,1,True,True,Strategy,Capcom,65,0.01,Sony PSP,M,2007
Puzzle Quest: Challenge of the Warlords,1,True,True,"Role-Playing (RPG),Strategy",,84,0.01,Sony PSP,T,2007
Smash Court Tennis 3,1,True,True,Sports,Namco,68,0.01,Sony PSP,T,2007
UEFA Champions League 2006-2007,1,True,True,Sports,EA,71,0.01,Sony PSP,T,2007
Driver: Parallel Lines,1,True,True,"Action,Racing / Driving",Ubisoft,59,0.01,Nintendo Wii,E,2007
Mario Kart Wii,4,True,True,Racing / Driving,Nintendo,82,12.39,Nintendo Wii,T,2008
Grand Theft Auto IV,1,True,True,"Action,Racing / Driving",Rockstar,98,5.76,X360,E,2008
Super Smash Bros.: Brawl,6,True,True,Action,Nintendo,93,5.71,Nintendo Wii,T,2008
Call of Duty: World at War,4,True,True,Action,Activision,84,4.58,X360,E,2008
Grand Theft Auto IV,1,True,True,"Action,Racing / Driving",Rockstar,98,3.91,PlayStation 3,E,2008
Gears of War 2,2,True,True,Action,Microsoft,93,3.9,X360,E,2008
Pokmon: Platinum Version,1,True,True,"Adventure,Role-Playing (RPG)",Nintendo,83,2.86,Nintendo DS,T,2008
Metal Gear Solid 4: Guns of the Patriots,1,True,True,Action,Konami,94,2.58,PlayStation 3,T,2008
Fable II,1,True,True,Role-Playing (RPG),Microsoft,89,2.55,X360,E,2008
Call of Duty: World at War,4,True,True,Action,Activision,85,2.53,PlayStation 3,T,2008
Guitar Hero: World Tour,4,True,True,"Action,Simulation",Activision,86,2.47,Nintendo Wii,T,2008
LittleBigPlanet,4,True,True,Action,Sony,95,2.46,PlayStation 3,T,2008
Fallout 3,1,True,True,"Action,Role-Playing (RPG)",,93,2.44,X360,T,2008
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,,77,2.42,X360,M,2008
Left 4 Dead,2,True,True,Action,,89,2.39,X360,M,2008
Madden NFL 09,4,True,True,Sports,EA,83,2.33,X360,T,2008
Guitar Hero: On Tour,1,True,True,"Action,Simulation",Activision,71,2.22,Nintendo DS,M,2008
Kung Fu Panda,4,True,True,Action,Activision,75,2.04,X360,E,2008
Rock Band 2,4,True,True,"Action,Simulation",,92,1.85,X360,E,2008
Sega Superstars Tennis,4,True,True,Sports,Sega,67,1.84,X360,E,2008
Guitar Hero: World Tour,4,True,True,"Action,Simulation",Activision,85,1.78,X360,T,2008
Animal Crossing: City Folk,1,True,True,Simulation,Nintendo,73,1.78,Nintendo Wii,T,2008
Mario & Sonic at the Olympic Games,1,True,True,"Action,Sports","Nintendo,Sega",70,1.74,Nintendo DS,T,2008
Madden NFL 09,4,True,True,Sports,EA,85,1.66,PlayStation 3,E,2008
LEGO Batman: The Videogame,2,True,True,Action,,76,1.64,X360,T,2008
Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,Ubisoft,82,1.61,X360,M,2008
Kirby Super Star Ultra,1,True,True,Action,Nintendo,76,1.6,Nintendo DS,M,2008
Star Wars: The Force Unleashed,1,True,True,Action,,73,1.59,X360,T,2008
God of War: Chains of Olympus,1,True,True,Action,Sony,91,1.54,Sony PSP,T,2008
Fallout 3,1,True,True,"Action,Role-Playing (RPG)",,90,1.48,PlayStation 3,M,2008
Pure,1,True,True,"Racing / Driving,Sports",Disney,85,1.43,X360,T,2008
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,,78,1.42,Nintendo Wii,E,2008
Rock Band,2,True,True,"Action,Simulation",,92,1.4,Nintendo Wii,T,2008
LEGO Batman: The Videogame,1,True,True,"Action,Racing / Driving",,72,1.39,Nintendo DS,T,2008
Saints Row 2,1,True,True,"Action,Racing / Driving",THQ,81,1.39,X360,E,2008
LEGO Batman: The Videogame,2,True,True,Action,,74,1.32,Nintendo Wii,E,2008
Call of Duty: World at War,2,True,True,Action,Activision,83,1.17,Nintendo Wii,M,2008
Midnight Club: Los Angeles,1,True,True,Racing / Driving,Rockstar,81,1.15,X360,E,2008
Mortal Kombat vs. DC Universe,2,True,True,Action,Midway,76,1.13,PlayStation 3,E,2008
Army of Two,2,True,True,Action,EA,72,1.12,X360,T,2008
Resistance 2,2,True,True,Action,Sony,87,1.11,PlayStation 3,E,2008
Rock Band 2,1,True,True,"Action,Simulation",,91,1.11,PlayStation 3,E,2008
Midnight Club: Los Angeles,1,True,True,Racing / Driving,Rockstar,82,1.09,PlayStation 3,M,2008
Sonic Unleashed,1,True,True,Action,Sega,66,1.09,Nintendo Wii,E,2008
NBA 2K9 ,1,True,True,Sports,2K,84,1.07,X360,E,2008
Guitar Hero: World Tour,4,True,True,"Action,Simulation",Activision,84,1.04,PlayStation 3,E,2008
Guitar Hero: Aerosmith,1,True,True,"Action,Simulation",Activision,73,1.03,Nintendo Wii,E,2008
Star Wars: The Force Unleashed,2,True,True,Action,,71,1.01,Nintendo Wii,E,2008
Burnout Paradise,1,True,True,"Action,Racing / Driving",EA,87,1.01,PlayStation 3,T,2008
Pokmon Ranger: Shadows of Almia,1,True,True,"Action,Role-Playing (RPG)",Nintendo,68,0.99,Nintendo DS,T,2008
Mortal Kombat vs. DC Universe,2,True,True,Action,Midway,72,0.98,X360,M,2008
Dead Space,1,True,True,Action,EA,88,0.96,PlayStation 3,M,2008
Shaun White Snowboarding: Road Trip,1,True,True,Sports,Ubisoft,78,0.95,Nintendo Wii,E,2008
Star Wars: The Force Unleashed,1,True,True,Action,,71,0.92,PlayStation 3,E,2008
Guitar Hero: Aerosmith,2,True,True,"Action,Simulation",Activision,70,0.91,X360,E,2008
SOCOM: U.S. Navy SEALs - Confrontation,1,True,True,Action,Sony,63,0.91,PlayStation 3,E,2008
SoulCalibur IV,2,True,True,Action,Namco,85,0.87,X360,E,2008
Battlefield: Bad Company,1,True,True,Action,EA,83,0.83,X360,E,2008
Saints Row 2,1,True,True,"Action,Racing / Driving",THQ,82,0.81,PlayStation 3,M,2008
Guitar Hero: On Tour - Decades,1,True,True,"Action,Simulation",Activision,72,0.8,Nintendo DS,T,2008
Devil May Cry 4,1,True,True,Action,Capcom,84,0.8,X360,T,2008
Mystery Case Files: MillionHeir,1,True,True,Adventure,Nintendo,65,0.76,Nintendo DS,T,2008
Battlefield: Bad Company,1,True,True,Action,EA,84,0.76,PlayStation 3,T,2008
Army of Two,2,True,True,Action,EA,74,0.75,PlayStation 3,T,2008
Rayman Raving Rabbids TV Party,4,True,True,"Action,Racing / Driving,Sports,Strategy",Ubisoft,73,0.74,Nintendo Wii,T,2008
